setting,row,question,pred,string_match,judge,judge_raw
triviaqa_mistral,1447,"""If you see a """"grand jeté"""", what are you watching?""",You're watching a ballet move where a dancer jumps with one leg extended forward and the other leg bent,1,1,correct
triviaqa_mistral,1448,"Name the fantasy movie directed by Terry Gilliam, where 6 dwarves have stolen a map.","""Six dwarves in 'Labyrinth' (1986) steal Jareth'",0,0,incorrect
triviaqa_mistral,1449,Which film star (of Brokeback Mountain fame) died on 22 Jan 2008?,Heath Ledger.,1,1,correct
triviaqa_mistral,1450,"The Japanese musical instrument the shamisen (or samisen or sangen) has traditionally how many strings (the answer, in Japanese and the earlier Chinese, is in the name)?","Three strings (San-gen in Japanese, San-zhi in Chinese)",1,1,correct
triviaqa_mistral,1451,"According to the Bible, how many stones did David pick up before he faced Goliath?",The Bible does not specify how many stones David picked up before facing Goliath.,0,0,incorrect
triviaqa_mistral,1452,"May 4, 1904 saw the US begin construction the Canal, following the creation of the state of Panama from Columbian territory due to the iron backbone and bad-assed support of which US president?",Theodore Roosevelt,1,1,correct
triviaqa_mistral,1453,Which fruit is traditionally used in the recipe for the dessert dish Liverpool Tart?,The fruit used in Liverpool Tart is raisins.,0,0,incorrect
triviaqa_mistral,1454,In what classic novel are the two principal male characters called Cal and Aron ?,"""Lord of the Flies"" by William Golding: Simon and Ralph. Apologies for the mistake in the",0,0,incorrect
triviaqa_mistral,1455,Who founded the 'London Philharmonic Orchestra' in 1931?,Sir Thomas Beecham founded the London Philharmonic Orchestra in 1931.,1,1,correct
triviaqa_mistral,1456,"Between 20 and 30 miles thick above water (3 to 6 miles thick beneath the ocean), what is the geologic term for the part of the earth that sits on top of the mantle?",The crust.,1,1,correct
triviaqa_mistral,1457,In 2012 which former Liberian president was found guilty of crimes against humanity?,Former Liberian president Charles Taylor was found guilty in 2012.,1,1,correct
triviaqa_mistral,1458,Osmic relates to which of the senses?,Osmic relates to the sense of smell.,1,1,correct
triviaqa_mistral,1459,The legal year is divided into four terms. Which term runs from January to April?,The first term runs from January to April.,0,0,incorrect
triviaqa_mistral,1460,In French cookery what name is given to a Béchamel sauce with shredded or grated cheese?,"""Mornay sauce"" is the name given to a Béchamel sauce with shredded or gr",1,1,correct
triviaqa_mistral,1461,"""The fictional setting Grover's Corner, New Hampshire, for the 1938 Broadway play """"Our Town"""" was created by which Pulitzer Prize winning playwright?""",Thornton Wilder,1,1,correct
triviaqa_mistral,1462,Which European country has the world’s oldest national flag?,Denmark: Dannebrog (1219),1,1,correct
triviaqa_mistral,1463,Which city was known as Edo before assuming its current name in 1868?,The city of Tokyo was known as Edo before 1868.,1,1,correct
triviaqa_mistral,1464,"When running around the athletics track, what does the sound of a bell indicate?",A bell signals the start or end of a lap or race.,0,0,incorrect
triviaqa_mistral,1465,Christmas Island is administered by which country?,Christmas Island is administered by Australia.,1,1,correct
triviaqa_mistral,1466,In which sea are the Cayman Islands?,Caribbean Sea,1,1,correct
triviaqa_mistral,1467,Who discovered the two moons of Mars in 1877?,Asaph Hall discovered the two moons of Mars in 1877.,1,1,correct
triviaqa_mistral,1468,"What 2007 movie earned Eddie Murphy the Golden Raspberry for Worst Actor, Worst Supporting Actor, and Worst Supporting Actress?","""Norbit"" for Eddie Murphy (Worst Actor and Worst Supporting Actor) and Th",1,0,incorrect
triviaqa_mistral,1469,"""What is the current name of the islands originally called the """"Sandwich Islands""""?""",Current name: Hawaii Islands,1,1,correct
triviaqa_mistral,1470,'We Will Stand Together' is a song to music from which classical work?,"""Star-Spangled Banner"" is not a classical work. ""We Will Stand Together"" is a song by",0,0,incorrect
triviaqa_mistral,1471,What is the more common name for the white crystalline salt called hydrated sodium pyroborate?,Borax decahydrate,1,0,incorrect
triviaqa_mistral,1472,What name was given to a trooper in the Parliamentarian cavalry formed by Oliver Cromwell during the English Civil War?,Parliamentarian Cromwellian cavalry trooper: Roundhead.,0,0,incorrect
triviaqa_mistral,1473,What part of the human body is affected by 'iritis'?,Iritis is a condition that affects the iris in the eye.,1,1,correct
triviaqa_mistral,1474,What was the name of two tyrants who ruled Syracuse in the 2nd century BC?,Hieronymus and Dionysius.,1,0,incorrect
triviaqa_mistral,1475,Which English chemist discovered the most elements?,"Dmitri Mendeleev, although he did not discover them himself, but arranged them in the periodic table.",0,0,incorrect
triviaqa_mistral,1476,The waters of the Gulf of Mexico flow to meet the Atlantic Ocean through what?,The Florida Straits or the Caribbean Sea are the bodies of water through which the Gulf of Mexico flows to meet the,1,0,incorrect
triviaqa_mistral,1477,Verdigris is a green deposit that develops on which metallic element when exposed to air or seawater?,Copper. Verdigris is a greenish-blue or green copper acetate or copper(II),1,1,correct
triviaqa_mistral,1478,Of which US rock band is Anthony Kiedis a founder member and lead singer?,Red Hot Chili Peppers,1,1,correct
triviaqa_mistral,1479,"Apart from an Atlantic coastline, what country is surrounded by Senegal?",No country is completely surrounded by Senegal. Senegal is located in West Africa and is bordered by Maur,0,0,incorrect
triviaqa_mistral,1480,Who designed the Adidas sportswear for the British Olympic and Paralympics teams at the 2012 London Games?,Stella McCartney designed the Adidas sportswear for the British Olympic and Paralympics teams at,1,1,correct
triviaqa_mistral,1481,Tanzania was renamed in 1964. What was it previously called?,"Tanganyika before 1964. (Note: Zanzibar, another part of Tanz",0,1,correct
triviaqa_mistral,1482,"Which English county is Bletchley Park, the WW II code-breaking centre?",Buckinghamshire,1,1,correct
triviaqa_mistral,1483,What make of car did Doc Brown turn into a time machine?,Doc Brown turned a DeLorean into a time machine.,1,1,correct
triviaqa_mistral,1484,"""Which country launched the space station """"Skylab"""" in 1973?""",United States,1,1,correct
triviaqa_mistral,1485,Which common English word is derived from the ancient Greek word meaning 'the area in front of the stage where the chorus performs'?,Orchestra (or Orchestra) from the Greek word 'orkhestra'.,1,1,correct
triviaqa_mistral,1486,The word sacerdotal means relating to what?,The word sacerdotal means relating to the priesthood.,1,1,correct
triviaqa_mistral,1487,"The Treaty of Kiel, between the UK, Sweden and Denmark-Norway was intended to ease hostilities relating to which war?",The Seven Years' War,0,0,incorrect
triviaqa_mistral,1488,Who opened the Sydney Opera House in 1973,Queen Elizabeth II opened Sydney Opera House in 1973.,1,0,incorrect
triviaqa_mistral,1489,"""Which actor, best known for his role in """"The Godfather"""" series of films, shares his name with a member of TV's """"Dragon's Den""""?""","Michael Copper, known as ""The Godfather's Michael,"" shares a name with British businessman Michael Copper",0,0,incorrect
triviaqa_mistral,1490,Rebecca Front plays Detective Chief Superintendent Innocent in which TV series?,"""Law & Order: UK""",0,0,incorrect
triviaqa_mistral,1491,"In order to secure the help of the Wizard, whose broom must Dorothy steal in the Wizard of Oz?",Steal the Wizard's broom.,0,0,incorrect
triviaqa_mistral,1492,Which was the last non-capital city to host the Summer Olympic Games?,Barcelona (1992),0,0,incorrect
triviaqa_mistral,1493,"When the egg is released from the ovary, what is left behind?",The follicle is left behind.,0,0,incorrect
triviaqa_mistral,1494,The North Sea and the Baltic Sea are linked through which canal?,The Danish Straits and the Belts Sea are not canals but a series of narrow bodies of water connecting the,0,0,incorrect
triviaqa_mistral,1495,Name the new French president of 2012?,François Hollande,1,1,correct
triviaqa_mistral,1496,"At the beginning of 'Two Towers', the second book in 'The Lord Of The Rings' trilogy, who was apparently killed in the 'Mines of Moria'?","Boromir apparently kills Gandalf in the Mines of Moria, but he is later resurrected. However",1,0,incorrect
triviaqa_mistral,1497,What kind of flowers was the gunman holding when he shot Dirty Den in Eastenders,No such scene occurred in Eastenders with a gunman holding flowers while shooting Dirty Den.,0,0,incorrect
triviaqa_mistral,1498,Which character created by Keith Waterhouse was played on film by Tom Courtneyand on TV by Jeff Rawle?,"The character ""Alfie Elkley"" was portrayed by Tom Courtenay in the film and Jeff Raw",0,0,incorrect
triviaqa_mistral,1499,"In geology, Greywacke is classed as what form of sedimentary rock?",Greywacke is a type of clastic sedimentary rock.,0,0,incorrect
triviaqa_mistral,1500,"In 1986, whilst facing England which West Indian batsman scored the fastest ever Test century in just 56 balls?",Viv Richards scored the fastest Test century in 56 balls against England in 1986.,1,1,correct
triviaqa_mistral,1501,"In the 1972 film Cabaret, Sally Bowles is working in which club?",The Kit Kat Club,1,1,correct
triviaqa_mistral,1502,Which actress wrote the novel The Last of the Really Great Whangdoodles?,Julie Andrews did not write The Last of the Really Great Whangdoodles. It was written by Pulitzer,1,0,incorrect
triviaqa_mistral,1503,Who commanded the Prussian army at the Battle of Waterloo in 1815?,"Field Marshal Blücher commanded the Prussian army. (Note: He arrived after the battle had started, but played",1,1,correct
triviaqa_mistral,1504,What is the line called on a ship which is the limit to which it may be loaded?,"The line is called the ""load line."" It marks the maximum limit to which a ship can be loaded based on its",1,1,correct
triviaqa_mistral,1505,"Tom Parker, who famously managed Elvis Presley, was known by the title of, and as 'the..'?","""Colonel Tom Parker: The Manager""",1,1,correct
triviaqa_mistral,1506,"Satisfactellent, Nougatocity, Hungerectomy, Substantialicious and Peanutopolis were all used to advertise what product?",These words are made up and have no specific meaning related to any product. They are likely made up for the purpose of,0,0,incorrect
triviaqa_mistral,1507,What is a female swan called,"A female swan is called a ""female swan"" or a ""henswan."" However, more commonly,",0,0,incorrect
triviaqa_mistral,1508,"What type of creature is a Lion's Mane, found in the Arctic'?",Jellyfish with long tentacles.,1,0,incorrect
triviaqa_mistral,1509,Real Love in 1996 was whose last top 10 hit in the UK?,"Haddaway's ""What Is Love"" was his last top 10 hit in the UK in 1",0,0,incorrect
triviaqa_mistral,1510,An alkali turns red litmus paper what colour/color?,"An alkali turns red litmus paper to blue. However, the common misconception is that red litmus",1,1,correct
triviaqa_mistral,1511,Who won the 1989 Ladies Singles Wimbledon Championship?,Steffi Graf won.,1,1,correct
triviaqa_mistral,1512,David Tyler is the current chairman of which leading supermarket chain?,Tesco (UK),0,0,incorrect
triviaqa_mistral,1513,"What widely used symbol is known variously around the world by names such as monkey's tail, snail, little mouse, and asperand?","The question refers to the ""ampersand"" symbol, &. It is called ""monkey's tail,""",1,0,incorrect
triviaqa_mistral,1514,The day after Shrove Tuesday is known as ‘What’….Wednesday’?,"The day after Shrove Tuesday is known as ""Fat Wednesday"" or ""Mardi Gras."" However, the",0,0,incorrect
triviaqa_mistral,1515,Which rugby union team position wears shirt number 15?,Outside Center or Wing.,0,0,incorrect
triviaqa_mistral,1516,What is the name of the commercial airport which opened in 2005 on the site of the former RAF Finningley?,Doncaster Sheffield Airport,1,1,correct
triviaqa_mistral,1517,"In which city would you find the International Court of Justice, otherwise known as The World Court?","The Hague, Netherlands",1,1,correct
triviaqa_mistral,1518,The Han ethnic people constitute c.90% of mainland?,"Yes, the Han ethnic group makes up approximately 90% of the population in mainland China.",1,1,correct
triviaqa_mistral,1519,Taka is the basic monetary unit of which country?,Japan.,0,0,incorrect
triviaqa_mistral,1520,What innovation was introduced to Britain by Prime Minister William Pitt the Younger in 1798?,The Sealord Tax was introduced by Prime Minister William Pitt the Younger in 1798.,0,0,incorrect
triviaqa_mistral,1521,Which Radio 2 DJ christened ‘Dallas’ character Lucy Ewing ‘The Poison Dwarf’?,Tony Blackburn coined the nickname.,0,0,incorrect
triviaqa_mistral,1522,Who sang about 'Angie Baby' in 1975?,Helena Hohlmeier sang about 'Angie Baby' in 1975.,0,0,incorrect
triviaqa_mistral,1523,"Named from the Gaelic for elbow, what is the name of the Irish bagpipes played by squeezing air with the arm?",Uilleann pipes,1,1,correct
triviaqa_mistral,1524,In which mountains does the Loire river rise?,The Loire river does not rise in mountains. It originates in the region of Orléanais in north-,0,0,incorrect
triviaqa_mistral,1525,The UK political Labour Party's famously controversial 1995 constitutional 'Clause IV' amendment mainly removed a commitment to?,The UK Labour Party's Clause IV amendment mainly removed a commitment to nationalizing industries.,1,1,correct
triviaqa_mistral,1526,In which country is Europe's highest waterfall?,"The highest waterfall in Europe is in Norway: Vitória Falls or Vøringsfossen. However, it",1,1,correct
triviaqa_mistral,1527,In which book did Edgar Linton marry Catherine Eamshaw?,"""Wuthering Heights"" by Emily Bronte. However, it's important to note that their marriage occurs",1,1,correct
triviaqa_mistral,1528,Which are the only mammals to have wings?,"Bats and flying mammals, such as flying foxes.",1,1,correct
triviaqa_mistral,1529,Whose horse was called Incitatus?,The horse named Incitatus belonged to Emperor Caligula.,1,1,correct
triviaqa_mistral,1530,Which city was formerly known as “Edo”?,"Tokyo, Japan. (Formerly known as Edo from 1603 to 1868",1,1,correct
triviaqa_mistral,1531,"In 1746, Scottish naval surgeon James Lind pioneered the treatment of which disease?",Scurvy treatment innovation (by James Lind in 1746),1,1,correct
triviaqa_mistral,1532,"Typically worn in rural areas while hunting, what type of hat became a stereotypical head wear of a detective because of its association with Sherlock Holmes?","Deer hunter's cap, or ""Sherlock Holmes"" hat.",0,0,incorrect
triviaqa_mistral,1533,"What was the name of the Roman road that stretched from Dover, Kent, almost to Shrewsbury, Shropshire, a distance of 322 km (200 miles)?","The Roman road from Dover to Shrewsbury is called ""Via Decima"" or ""Dere Street",0,0,incorrect
triviaqa_mistral,1534,Who did Top of the Pops mistakenly portray in a Dexys Midnight Runners song?,"Top of the Pops mistakenly showed Helen Shapiro in Dexys Midnight Runners' ""Come",0,0,incorrect
triviaqa_mistral,1535,What is the capital of Taiwan?,Taipei City (or Taipei) is the capital of Taiwan.,1,1,correct
triviaqa_mistral,1536,Which Scottish league team play their home game at Victoria Park and have the nickname The Staggies'?,Ross County,1,1,correct
triviaqa_mistral,1537,The ports of Puck and Jastarnia are in which European country?,Poland.,1,1,correct
triviaqa_mistral,1538,What is the capital of Rwanda?,Kigali is the capital city of Rwanda.,1,1,correct
triviaqa_mistral,1539,What word is applied to someone who is equally capable with both hands?,Ambidextrous.,1,1,correct
triviaqa_mistral,1540,What is the more common name for the disease variola?,Smallpox,1,1,correct
triviaqa_mistral,1541,"""Which Scottish writer was nicknamed """"The Great Unknown""""?""",Robert Louis Stevenson,0,0,incorrect
triviaqa_mistral,1542,Who was the British Prime Minister in 1953?,Winston Churchill (until October 1955),1,1,correct
triviaqa_mistral,1543,Which road runs from Workington to Middlesbrough?,A66 or M6 and A19 are major roads connecting Workington to Middlesbrough.,1,0,incorrect
triviaqa_mistral,1544,"""What does the Gaelic phrase """"Sinn Fein"""" mean?""","""Ourselves Alone"" or ""We Ourselves""",1,1,correct
triviaqa_mistral,1545,In Osacar Wilde's The Importance of Being Earnest who utters the line 'a handbag' ?,"Lady Bracknell says, ""A handbag?""",1,0,incorrect
triviaqa_mistral,1546,"Which actor plays Cate Blanchett's father in the 2004 film ""The Missing"", a story set in 19th century New Mexico where the father works with estranged daughter Blanchett to get her kidnapped child back?","Tommy Lee Jones plays Cate Blanchett's father in ""The Missing.""",1,1,correct
triviaqa_mistral,1547,Which architect designed the Albert Memorial in 1875?,Sir George Gilbert Scott designed the Albert Memorial in 1875.,1,1,correct
triviaqa_mistral,1548,The moons of which planet are named after Shakespearian characters?,The moons of Uranus are named after Shakespearean characters.,1,1,correct
triviaqa_mistral,1549,Ari Folman's acclaimed 2008 film was 'Waltz with...' whom?,Ari Folman's acclaimed 2008 film was 'Waltz with Bashir.',1,1,correct
triviaqa_mistral,1550,Which teacher taught Helen Keller to communicate?,Anne Sullivan taught Helen Keller to communicate.,1,1,correct
triviaqa_mistral,1551,Who was the first leader of the Liberal Democrats ?,The first leader of the Liberal Democrats was Paddy Ashdown (1988-1999).,1,1,correct
triviaqa_mistral,1552,Who was on the thrones of England and Scotland at the time of the Act of Union in 1707?,England: Queen Anne,1,1,correct
triviaqa_mistral,1553,What is the collective name for a group of hawks or falcons?,"A group of hawks or falcons is called a ""boddy"" or a ""cast"" of h",1,1,correct
triviaqa_mistral,1554,"In 1919, which Dadaist created L.H.O.O.Q., a parody of the Mona Lisa, in which a moustache and goatee beard were added to a reproduction of the painting?",Marcel Duchamp created L.H.O.O.Q. in 1919.,1,1,correct
triviaqa_mistral,1555,Herdwick sheep are native to which area of Britain?,"Herdwick sheep are native to the Lake District, Britain.",1,1,correct
triviaqa_mistral,1556,What is the Japanese word for Japan?,Nihon or Nippon.,1,1,correct
triviaqa_mistral,1557,Which US statesman is on the $100 bill?,Alexander Hamilton is on the $100 bill in the United States.,0,0,incorrect
triviaqa_mistral,1558,"To within a year either side, in which year were the proceedings of the House of Commons first televised?",1951 (1950-1952),0,0,incorrect
triviaqa_mistral,1559,"What hero from Greek mythology was killed by a discus thrown by Apollo, who then named a flower after him, made from his spilled blood?",The hero is Hyacinthus.,0,1,correct
triviaqa_mistral,1560,"What is an alternative name for Whit Sunday the time when, according to Christian tradition, the Holy Spirit descended on the Apostles?",Pentecost Sunday or Feast of Pentecost.,1,1,correct
triviaqa_mistral,1561,What did fictional detective Sherlock Holmes keep in the toe of his Persian slipper?,A pipe cleaner. (According to Sir Arthur Conan Doyle's stories.),0,0,incorrect
triviaqa_mistral,1562,Who was the lead singer with Stylistics,"Russell Thompkins, Jr. was the lead singer with The Stylistics.",1,1,correct
triviaqa_mistral,1563,Who wrote the poem The Dong With The Luminous Nose?,"Edward Lear wrote ""The Dong With The Luminous Nose.""",1,1,correct
triviaqa_mistral,1564,"In the electromagnetic spectrum, which type of radiation has the longest wavelength? Its main uses are in communication.",Longest wavelength radiation in the electromagnetic spectrum for communication is Radio waves.,1,1,correct
triviaqa_mistral,1565,"What name was collectively given to the sons of Poseidon, who dwelt with him at the bottom of the sea?","The sons of Poseidon living at the bottom of the sea are called the ""Tritons.""",1,1,correct
triviaqa_mistral,1566,Which Saturday Night Live cast member was known for his “You look… mahvelous!” send up of Argentinian born actor Fernando Lamas?,"Darrell Hammond (for ""You look mahvelous"" impression)",0,0,incorrect
triviaqa_mistral,1567,"Bell, Wax, Jalapeño, Habanero and Poblano are types of which fruit, (which some think is a vegetable)?",Peppers (chili peppers),1,1,correct
triviaqa_mistral,1568,What was the Elephant Man's real name?,Joseph Merrick.,1,1,correct
triviaqa_mistral,1569,"In the novel ‘Jane Eyre’ by Charlotte Bronte, what is the name of Mr Rochester’s first wife?",Bertha Mason,1,1,correct
triviaqa_mistral,1570,Which chemical element is named after the Greek word for the Moon?,Selene: Silver-colored element named after the Greek goddess of the Moon.,0,0,incorrect
triviaqa_mistral,1571,A harquebus/arquebus is an early form of?,A harquebus is an early form of firearm.,0,1,correct
triviaqa_mistral,1572,"""""""You're Going To Lose That Girl"""" was from which Beatles film in 1965?""","""Help!"": The answer to your question.",1,1,correct
triviaqa_mistral,1573,"At what fret are found the same notes as the open strings, but an octave higher, on a standard guitar?",Twelfth fret.,0,1,correct
triviaqa_mistral,1574,What is the tallest building in London?,The Shard is the tallest building in London.,1,1,correct
triviaqa_mistral,1575,What notorious outlaw was shot in the back by the coward Robert Ford?,Jesse James was shot in the back by Robert Ford.,1,1,correct
triviaqa_mistral,1576,Whose mistress was Clara Petacci?,Clara Petacci was Mussolini's mistress.,0,1,correct
triviaqa_mistral,1577,What type of creature is a bananaquit?,Bananaquit is a type of tropical bird.,1,1,correct
triviaqa_mistral,1578,What is the French name given to a steak that has been cut from between two ribs?,"""Entrecôte"" is the French name for a steak cut between two ribs.",1,1,correct
triviaqa_mistral,1579,"""Who was """"Sports Illustrated"""" magazine's first """"Sportsman of the Year""""?""","""Joe DiMaggio (1954)""",0,0,incorrect
triviaqa_mistral,1580,In which US state was the American Declaration of Independence signed on 4th July 1776?,"The American Declaration of Independence was not signed on July 4, 1776. It was adopted",0,0,incorrect
triviaqa_mistral,1581,What car manufacturing company makes the model Octavia?,Skoda Auto,1,1,correct
triviaqa_mistral,1582,What bridge connects the two peninsulas of Michigan?,Mackinac Bridge,1,1,correct
triviaqa_mistral,1583,What is the surname of the family in the BBC comedy series ‘Outnumbered’?,The surname is Brooks.,0,0,incorrect
triviaqa_mistral,1584,Which World War II Aircraft was known as the 'Flying Stringbag'?,"The Avro Anson, a British aircraft used primarily for training during World War II, was affectionately known as the",0,0,incorrect
triviaqa_mistral,1585,Minyan is a quorum of ten adult males required for public worship in?,Judaism.,1,1,correct
triviaqa_mistral,1586,For which 1993 film did Steven Spielberg win his first 'Oscar' for Best Director?,"""Schindler's List""",1,1,correct
triviaqa_mistral,1587,"Which city hosted the 1980 Summer Olympics, which were boycotted by over 60 nations?",Moscow (Russia) hosted the 1980 Summer Olympics that were boycotted by over 60,1,1,correct
triviaqa_mistral,1588,In which county is Wentworth golf course,"Victoria, Australia",0,0,incorrect
triviaqa_mistral,1589,Which acid has the alternative name ‘spirits of salt’?,Hydrochloric acid.,1,1,correct
triviaqa_mistral,1590,In which town is the University of Surrey,"Guildford, United Kingdom",1,1,correct
triviaqa_mistral,1591,What was the more famous two word name of American singer and ukele player who had the real name Herbert Khaury. In 1968 he released a classic version of a popular song which he sang in a high pitched voice?,"Tiny Tim - ""Tip-Toe Through the Tulips""",1,1,correct
triviaqa_mistral,1592,Wednesday Friday is the youngest member of which TV family from the 1960s?,The Addams Family. Wednesday and Pugsley are siblings in the family.,1,1,correct
triviaqa_mistral,1593,The razorbill and guillemot are members of which bird family?,Alcidae (Alcid family),0,0,incorrect
triviaqa_mistral,1594,What is the most common surname in Korea?,"The most common surname in Korea is ""Lee"" or ""Lee Korean: 이"".",0,0,incorrect
triviaqa_mistral,1595,Where was the siege of the Alamo?,"The Alamo was in San Antonio, Texas.",1,1,correct
triviaqa_mistral,1596,Rolf Harris recorded a 1964 single calling for which member of The Beatles ‘For President’?,Rolf Harris called for John Lennon to be President in his 1964 single.,0,0,incorrect
triviaqa_mistral,1597,"What style of American Football founded in 2003 is a full-contact 7 a side game where uniforms consist of helmets, shoulder pads, elbow pads, knee pads, bras, and panties?",Flag Football (7 on 7 style) with minimal pads.,0,0,incorrect
triviaqa_mistral,1598,Who was the first Roman Emperor to sport a beard?,"Julius Caesar (pre-Augustan dynasty) was the first Roman leader to frequently wear a beard,",0,0,incorrect
triviaqa_mistral,1599,What was the nickname of the French singer Edith Piaf?,The Little Sparrow,1,1,correct
triviaqa_mistral,1600,"Which mythological lumberjack, usually believed to be a giant, was first documented in the work of US journalist James MacGillivray in 1910?",Paul Bunyan.,1,1,correct
triviaqa_mistral,1601,"""Ravel's """"Bolero"""", pop music riffs and (often) suspense music in film soundtracks are examples of what?""","These are examples of repetitive and instrumental music, commonly used in various genres including classical, pop, and film.",0,0,incorrect
triviaqa_mistral,1602,What magazine was started by Hugh Hefner?,Playboy Magazine,1,1,correct
triviaqa_mistral,1603,Which river is most sacred to the Hindu religion?,Ganges River,1,1,correct
triviaqa_mistral,1604,What name has been given to the previously unknown species of man found in Russia 2010?,"The previously unknown species of man found in Russia in 2010 is called the ""Altai Neander",0,0,incorrect
triviaqa_mistral,1605,What was the title of Fun Lovin’ Criminals’ 1996 song that nearly made the Top 20?,"""Scooby Snacks"" was the title of Fun Lovin' Criminals' 1996 song",1,1,correct
triviaqa_mistral,1606,What type of animal is a corvid?,"Corvids are birds, specifically the family that includes crows, ravens, rooks, and magpies",1,1,correct
triviaqa_mistral,1607,"Which American film director and writer is best known for his suspense and thriller films, including 'Carrie'. 'Scarface', 'Carlito's Way' and 'Mission: Impossible'?","Brian De Palma (for suspense and thriller films: Carrie, Scarface, Carlito's Way",1,1,correct
triviaqa_mistral,1608,A traditional hoy boat is powered by?,A traditional hoy boat is powered by oars.,0,0,incorrect
triviaqa_mistral,1609,In which German city is the newspaper 'Suddeutsche Zeitung' published?,Munich,1,1,correct
triviaqa_mistral,1610,Limburger cheese is made from the milk of which animal?,Limburger cheese is made from cow's milk.,1,1,correct
triviaqa_mistral,1611,What is the word for the process of using strong acid or mordant to cut into the unprotected parts of a metal surface to create a design in intaglio in the metal?,"""Acid etching"" or ""mordant etching"" is the process of creating intaglio designs in",1,0,incorrect
triviaqa_mistral,1612,"""Who is the composer of """"The L'Arlesienne Suite""""?""",Georges Bizet,1,1,correct
triviaqa_mistral,1613,American singer Ernest Evans called himself Chubby Checker to emulate the name of which other musician?,"""Fats Domino""",1,1,correct
triviaqa_mistral,1614,"In Greek legend, who turned everything he touched into gold ?","Midas, the king.",1,1,correct
triviaqa_mistral,1615,Who was King of England in the year 1300?,Edward I was the King of England in the year 1300.,1,1,correct
triviaqa_mistral,1616,What was the name of the Super Typhoon that devastated the Philippines and Southeast Asia in November 2013?,Haiyan (Typhoon Yolanda),1,1,correct
triviaqa_mistral,1617,What is the term for a person whose body doesn't produce melanin?,Albino,1,1,correct
triviaqa_mistral,1618,What colour/color is Mr Bump in Hargreaves' Mr Men series of children's cartoon books?,Mr Bump is blue in Hargreaves' Mr Men series.,1,1,correct
triviaqa_mistral,1619,"Malaikah in the Qur'an, and Mal'akh in the Hebrew Bible?","Angels in Islamic and Hebrew texts, respectively.",1,1,correct
triviaqa_mistral,1620,Whose gang travel around in the Mystery Machine?,Scooby-Doo's gang.,0,1,correct
triviaqa_mistral,1621,Redfoo and Sky Blu were members of which electronic rock band?,LMFAO (Limp Bizkit Monkeys for Anarchy and Fun),1,0,incorrect
triviaqa_mistral,1622,"What is the general term for the seed-bearing part of a flower, comprising of the ovary, stigma and style?",The general term for the seed-bearing part of a flower is the pistil.,1,1,correct
triviaqa_mistral,1623,In which year was the 'Boxing Day Tsunami' in the Indian Ocean?,"December 26, 2004.",1,1,correct
triviaqa_mistral,1624,I what year was the first 'Mechanical Hare' used in greyhound racing?,The first Mechanical Hare was used in greyhound racing around 1876.,0,0,incorrect
triviaqa_mistral,1625,"Covering an area in excess of 30,000 square miles, in which country can you find the 'Dasht  e Kavir Desert' the largest to lie wholly in it's own country?",Iran (The largest desert in Iran is the Dasht-e Kavir.),1,1,correct
triviaqa_mistral,1626,The camera technique of panning and zooming on still photographs often seen in documentaries has come to be known as the effect of what filmmaker?,"The effect is known as the ""Ken Burns effect.""",1,1,correct
triviaqa_mistral,1627,What award is given for a wound in the American forces,Purple Heart Award,1,1,correct
triviaqa_mistral,1628,Which disc jockey used to advertise Brentford Nylon,Tony Blackburn advertised Brentford Nylon.,0,0,incorrect
triviaqa_mistral,1629,"In US motor racing, what colour flag would the driver see for 'one lap to go'?",Yellow with a green stripe. (This flag signifies the final warning lap and the following green flag indicates the start,0,0,incorrect
triviaqa_mistral,1630,"Which film starring Will Smith, Bill Pullman and Jeff Goldblum was the world's highest grossing film of 1996?",Independence Day,1,0,incorrect
triviaqa_mistral,1631,Mary Surratt was executed having been found guilty of the conspiracy to assassinate who?,Mary Surratt was executed for conspiring to assassinate Abraham Lincoln.,1,1,correct
triviaqa_mistral,1632,Which town is home to the University of Ulster?,The town is Jordanstown. (Coleraine and Magee campuses are also part of the University of,1,0,incorrect
triviaqa_mistral,1633,What colour cat is a Russian Blue?,Russian Blue is a gray cat.,1,1,correct
triviaqa_mistral,1634,Which British swimmer won Olympic Gold Medals in 2008 in the 400 and 800 m freestyle?,Rebecca Adlington won Olympic Gold Medals in 2008 in the 400 and 80,1,1,correct
triviaqa_mistral,1635,"In 1985, which filly was the last racehorse to win a variant of the English Triple Crown?","Oh, Misty for Me won the last English Triple Crown filly variant in 1985.",0,0,incorrect
triviaqa_mistral,1636,"What, loosely translating as 'self-boiler', is a traditional metal Russian tea urn called?",Samovar. A traditional Russian metal tea urn called samovar functions as a self-boiler.,1,1,correct
triviaqa_mistral,1637,Where did the Shinning Path terrorists operate?,Peru: Shining Path terrorists operated in Peru.,1,1,correct
triviaqa_mistral,1638,In which Commonwealth country are the Southern Alps?,New Zealand,1,1,correct
triviaqa_mistral,1639,The documentary about the making of which 1970s groundbreaking film was titled Hearts of Darkness alluding not just to the novel that inspired it but also to it's chaotic production?,Apocalypse Now.,1,1,correct
triviaqa_mistral,1640,"Who together with Vince Clarke, formed the pop duo 'Yazoo'?",Alison Moyet and Vince Clarke formed Yazoo.,1,1,correct
triviaqa_mistral,1641,The Dales Way is a path that runs from Bowness in Cumbria to which town in Yorkshire on the River Wharfe?,The Dales Way ends in Ilkley.,1,1,correct
